 age, marital_status, education_level,gender,percent_hike,distance_from_home,sourcing_channel,total_rounds,date_1st_contact,date_offered,satisfaction_index,no_companies_worked,career_growth,flexi_work,total_experience,timely_communication,offer_dropped
25,single,Bachelor Degree,Male,17,> 20 kms,Job Portals,8,3/17/15,4/19/15,36,1,Lateral,No,1,No,No
36,married,Associate Certification,Male,16,> 20 kms,Consultants,8,7/27/15,1/2/16,25,7,Lateral,Yes,12,No,Yes
35,married,Associate Degree,Male,20,15-20 kms,Social Media,5,2/2/16,2/18/16,54,6,Vertical,Yes,11,Yes,No
36,divorced,Bachelor Degree,Male,23,<15 kms,Internal Referrals,8,12/24/15,6/7/16,24,6,Lateral,No,12,No,Yes
30,married,Bachelor Degree,Male,17,15-20 kms,Company Website,5,6/24/15,7/31/15,47,5,Vertical,No,6,No,No
42,married,Bachelor Degree,Male,16,<15 kms,Job Portals,6,6/19/15,6/27/15,72,8,Lateral,Yes,18,Yes,No
43,married,Bachelor Degree,Male,18,> 20 kms,Job Portals,3,11/13/15,12/20/15,91,5,Lateral,No,19,Yes,No
30,married,Associate Degree,Male,18,> 20 kms,Consultants,9,10/29/15,3/17/16,20,4,Lateral,No,6,No,Yes
33,married,Associate Degree,Male,10,<15 kms,Consultants,3,1/21/16,2/16/16,36,8,Vertical,Yes,9,Yes,No
34,married,Bachelor Degree,Male,22,> 20 kms,Social Media,9,9/22/15,3/13/16,24,8,Lateral,No,10,No,Yes
41,married,Associate Certification,Male,19,<15 kms,Social Media,7,10/16/15,11/3/15,73,7,Vertical,No,17,No,No
33,single,Associate Degree,Male,18,15-20 kms,Job Portals,10,3/29/15,4/17/15,44,6,Lateral,No,9,Yes,No
32,married,Associate Certification,Male,28,> 20 kms,Internal Referrals,8,1/11/15,6/21/15,21,7,Lateral,No,8,No,Yes
45,married,Bachelor Degree,Male,15,> 20 kms,Company Website,9,3/22/16,4/2/16,56,3,Lateral,No,21,No,No
34,divorced,Master Degree,Male,28,> 20 kms,Consultants,9,10/15/15,3/29/16,25,4,Lateral,No,10,No,Yes
30,single,Bachelor Degree,Male,12,<15 kms,Job Portals,3,1/3/15,2/6/15,85,3,Vertical,No,6,No,No
25,married,Associate Certification,Male,14,<15 kms,Job Portals,6,2/22/16,2/27/16,60,2,Vertical,Yes,2,Yes,No
39,married,Bachelor Degree,Male,17,> 20 kms,Job Portals,3,3/14/16,4/13/16,39,7,Vertical,Yes,15,No,No
45,married,Associate Certification,Male,10,15-20 kms,Company Website,10,7/31/15,8/29/15,49,8,Vertical,Yes,21,Yes,No
36,married,Associate Degree,Male,18,> 20 kms,Consultants,6,2/17/16,3/20/16,37,4,Vertical,No,12,No,No
41,married,Associate Degree,Male,27,> 20 kms,Job Portals,10,1/3/15,5/27/15,24,8,Lateral,Yes,17,No,Yes
42,married,Associate Degree,Male,11,<15 kms,Consultants,3,3/5/15,3/27/15,31,6,Vertical,Yes,18,Yes,No
31,married,Bachelor Degree,Male,28,> 20 kms,Consultants,8,12/20/15,5/27/16,25,4,Lateral,Yes,7,No,Yes
46,married,Associate Degree,Male,21,> 20 kms,Job Portals,9,2/3/15,7/23/15,25,7,Lateral,No,22,No,Yes
44,married,Associate Certification,Male,22,> 20 kms,Social Media,4,5/6/16,5/19/16,70,7,Lateral,No,20,No,No
44,married,Master Degree,Male,23,<15 kms,Internal Referrals,8,2/27/16,7/19/16,16,7,Lateral,No,20,No,Yes
31,divorced,Associate Degree,Male,14,15-20 kms,Social Media,4,6/24/15,7/5/15,31,5,Lateral,No,7,No,No
29,married,Bachelor Degree,Male,16,> 20 kms,Job Portals,3,3/29/15,4/28/15,60,4,Lateral,No,5,Yes,No
33,single,Associate Degree,Male,21,> 20 kms,Internal Referrals,8,5/25/15,11/1/15,27,6,Lateral,Yes,9,No,Yes
26,married,Associate Degree,Male,23,> 20 kms,Consultants,10,12/17/15,5/19/16,16,1,Lateral,No,2,No,Yes
25,married,Bachelor Degree,Male,18,> 20 kms,Job Portals,3,4/10/16,4/11/16,81,1,Lateral,Yes,1,Yes,No
39,married,Associate Certification,Male,17,> 20 kms,Consultants,9,2/8/15,7/5/15,22,4,Lateral,No,15,No,Yes
39,married,Associate Certification,Male,16,> 20 kms,Consultants,10,2/15/16,7/11/16,26,4,Lateral,No,15,No,Yes
30,divorced,Associate Certification,Male,16,<15 kms,Job Portals,10,3/5/15,8/2/15,27,3,Lateral,Yes,6,No,Yes
25,married,Bachelor Degree,Male,26,> 20 kms,Consultants,8,10/19/15,3/15/16,20,1,Lateral,Yes,1,No,Yes
43,married,Bachelor Degree,Male,27,<15 kms,Consultants,10,10/16/15,4/1/16,19,7,Lateral,Yes,19,No,Yes
42,single,Bachelor Degree,Male,24,> 20 kms,Social Media,10,6/12/15,11/18/15,20,5,Lateral,No,18,No,Yes
33,married,Bachelor Degree,Male,19,> 20 kms,Consultants,10,12/24/15,6/13/16,28,7,Lateral,No,9,No,Yes
42,married,Bachelor Degree,Male,16,<15 kms,Consultants,10,2/20/16,8/10/16,29,5,Lateral,No,18,No,Yes
43,married,Associate Degree,Male,16,> 20 kms,Consultants,3,7/15/15,8/5/15,66,8,Vertical,No,19,Yes,No
46,married,Associate Degree,Male,25,> 20 kms,Internal Referrals,9,1/27/16,6/17/16,21,6,Lateral,No,22,No,Yes
44,married,Master Degree,Male,16,15-20 kms,Company Website,6,4/9/16,5/12/16,27,8,Lateral,No,20,Yes,No
26,married,Associate Certification,Male,24,<15 kms,Internal Referrals,8,8/25/15,1/24/16,16,2,Lateral,No,2,No,Yes
46,married,Associate Certification,Male,12,<15 kms,Job Portals,3,4/19/16,5/9/16,84,7,Vertical,Yes,22,Yes,No
41,married,Bachelor Degree,Male,19,> 20 kms,Consultants,4,4/2/16,5/4/16,50,8,Lateral,No,17,No,No
38,married,Bachelor Degree,Male,29,> 20 kms,Internal Referrals,8,6/16/15,11/26/15,18,4,Lateral,Yes,14,No,Yes
40,married,Associate Certification,Male,12,15-20 kms,Social Media,3,2/1/16,2/21/16,85,4,Vertical,No,16,Yes,No
28,married,Bachelor Degree,Male,21,> 20 kms,Job Portals,8,3/27/15,8/24/15,23,5,Lateral,Yes,4,No,Yes
35,married,Associate Certification,Male,28,<15 kms,Consultants,9,6/16/15,11/20/15,22,8,Lateral,Yes,11,No,Yes
29,married,Bachelor Degree,Male,25,> 20 kms,Social Media,3,6/19/15,7/11/15,53,5,Vertical,No,5,No,No
34,married,Associate Degree,Male,18,> 20 kms,Social Media,10,6/4/16,11/25/16,26,3,Lateral,Yes,6,No,Yes
25,married,Associate Degree,Male,26,> 20 kms,Company Website,9,3/31/15,9/2/15,17,2,Lateral,No,1,No,Yes
32,married,Associate Degree,Male,15,15-20 kms,Social Media,3,12/17/15,1/24/16,79,7,Lateral,Yes,8,No,No
31,single,Associate Degree,Male,16,<15 kms,Company Website,3,5/3/16,6/5/16,64,5,Lateral,Yes,7,No,No
37,single,Associate Degree,Male,19,> 20 kms,Consultants,9,7/17/15,8/14/15,37,3,Vertical,No,13,No,No
34,married,Associate Certification,Male,23,<15 kms,Internal Referrals,9,1/21/16,7/2/16,22,8,Lateral,No,10,No,Yes
44,single,Master Degree,Male,23,> 20 kms,Consultants,10,1/10/15,6/15/15,21,6,Lateral,Yes,20,No,Yes
45,single,Master Degree,Male,15,15-20 kms,Social Media,9,4/23/15,5/26/15,35,8,Lateral,Yes,21,No,No
40,single,Associate Certification,Male,27,15-20 kms,Job Portals,9,2/6/15,7/2/15,22,3,Lateral,Yes,13,No,Yes
45,married,Associate Degree,Male,29,> 20 kms,Company Website,8,7/18/15,12/20/15,30,6,Lateral,No,21,No,Yes
46,married,Master Degree,Male,20,15-20 kms,Job Portals,10,3/14/15,9/7/15,27,6,Lateral,No,22,No,Yes
35,married,Associate Degree,Male,19,<15 kms,Consultants,10,4/9/15,5/10/15,71,5,Lateral,Yes,11,Yes,No
29,divorced,Associate Degree,Male,18,15-20 kms,Social Media,8,12/24/15,1/13/16,63,4,Lateral,No,5,Yes,No
35,married,Master Degree,Male,30,15-20 kms,Social Media,9,3/14/15,8/20/15,29,8,Lateral,Yes,11,No,Yes
40,divorced,Bachelor Degree,Male,20,15-20 kms,Job Portals,10,7/18/15,12/14/15,15,5,Lateral,Yes,16,No,Yes
38,married,Master Degree,Male,20,15-20 kms,Consultants,10,6/16/15,11/21/15,16,5,Lateral,No,14,No,Yes
31,married,Associate Degree,Male,17,15-20 kms,Internal Referrals,8,8/17/15,2/5/16,20,3,Lateral,Yes,7,No,Yes
25,single,Bachelor Degree,Male,19,15-20 kms,Consultants,8,6/24/15,12/4/15,21,1,Lateral,Yes,1,No,Yes
32,married,Associate Certification,Male,21,<15 kms,Social Media,9,12/25/15,5/31/16,19,6,Lateral,Yes,8,No,Yes
40,divorced,Master Degree,Male,18,<15 kms,Social Media,3,7/16/15,7/30/15,62,3,Vertical,No,16,No,No
35,married,Associate Degree,Male,28,<15 kms,Consultants,10,9/22/15,3/9/16,25,3,Lateral,No,11,No,Yes
25,married,Bachelor Degree,Male,25,> 20 kms,Consultants,10,6/7/15,11/6/15,30,1,Lateral,No,1,No,Yes
45,single,Bachelor Degree,Male,14,15-20 kms,Social Media,10,1/19/16,2/21/16,91,3,Lateral,No,21,No,No
35,single,Bachelor Degree,Male,15,15-20 kms,Job Portals,3,2/7/15,2/26/15,82,7,Vertical,Yes,11,Yes,No
36,divorced,Bachelor Degree,Male,20,<15 kms,Social Media,10,4/25/16,10/22/16,15,6,Lateral,Yes,12,No,Yes
34,married,Associate Certification,Male,25,> 20 kms,Job Portals,8,3/14/16,9/10/16,17,5,Lateral,No,10,No,Yes
41,married,Bachelor Degree,Male,13,15-20 kms,Social Media,3,3/13/15,3/29/15,78,5,Vertical,No,17,No,No
38,married,Associate Certification,Male,10,<15 kms,Job Portals,7,5/3/16,5/11/16,95,8,Lateral,Yes,14,No,No
35,married,Associate Degree,Male,19,15-20 kms,Company Website,10,11/14/15,12/5/15,88,5,Vertical,Yes,11,No,No
33,married,Associate Certification,Male,14,<15 kms,Social Media,5,3/31/15,4/4/15,80,3,Lateral,Yes,9,Yes,No
37,married,Bachelor Degree,Male,22,> 20 kms,Social Media,9,6/19/15,11/20/15,21,3,Lateral,Yes,10,No,Yes
32,married,Associate Certification,Male,16,<15 kms,Consultants,3,4/22/16,5/17/16,95,5,Vertical,Yes,8,No,No
37,married,Master Degree,Male,15,<15 kms,Job Portals,8,7/16/15,8/14/15,66,5,Vertical,No,13,No,No
38,married,Associate Certification,Male,26,> 20 kms,Company Website,10,3/27/15,8/21/15,18,8,Lateral,No,14,No,Yes
45,married,Bachelor Degree,Male,30,<15 kms,Company Website,10,12/20/15,5/19/16,16,8,Lateral,No,21,No,Yes
34,married,Bachelor Degree,Male,19,<15 kms,Consultants,10,12/24/15,6/8/16,22,8,Lateral,No,10,No,Yes
38,married,Associate Degree,Male,27,15-20 kms,Consultants,9,1/7/15,5/29/15,18,6,Lateral,Yes,14,No,Yes
25,married,Associate Degree,Male,25,<15 kms,Consultants,9,3/31/15,9/16/15,26,1,Lateral,Yes,1,No,Yes
32,married,Associate Degree,Male,19,<15 kms,Job Portals,10,5/12/15,5/28/15,33,5,Vertical,Yes,8,No,No
26,married,Associate Certification,Male,13,> 20 kms,Company Website,6,10/16/15,10/27/15,88,1,Lateral,Yes,2,Yes,No
35,married,Bachelor Degree,Male,25,<15 kms,Internal Referrals,10,8/17/15,2/6/16,25,3,Lateral,No,7,No,Yes
46,married,Bachelor Degree,Male,17,> 20 kms,Consultants,5,6/24/15,8/1/15,41,3,Lateral,No,22,No,No
42,married,Associate Degree,Male,11,15-20 kms,Job Portals,6,5/7/16,5/16/16,63,3,Lateral,No,18,Yes,No
42,single,Master Degree,Male,11,<15 kms,Social Media,7,5/25/15,7/1/15,27,5,Vertical,No,18,Yes,No
43,married,Associate Certification,Male,12,> 20 kms,Job Portals,8,4/30/15,6/6/15,62,7,Vertical,No,19,No,No
25,divorced,Associate Certification,Male,10,> 20 kms,Consultants,3,6/12/15,7/13/15,40,1,Vertical,Yes,1,Yes,No
29,married,Associate Degree,Male,18,<15 kms,Job Portals,10,8/25/15,2/11/16,29,4,Lateral,Yes,5,No,Yes
30,married,Associate Certification,Male,12,15-20 kms,Job Portals,5,3/27/15,4/5/15,41,3,Lateral,Yes,6,No,No
28,married,Bachelor Degree,Male,12,> 20 kms,Social Media,7,10/12/15,11/12/15,32,5,Vertical,Yes,4,Yes,No
32,married,Associate Degree,Male,23,> 20 kms,Social Media,10,12/20/15,5/17/16,20,4,Lateral,No,8,No,Yes
41,single,Master Degree,Male,21,> 20 kms,Job Portals,10,5/9/15,11/3/15,27,3,Lateral,Yes,6,No,Yes
35,married,Bachelor Degree,Male,28,> 20 kms,Social Media,10,12/20/15,5/26/16,18,3,Lateral,No,11,No,Yes
29,married,Associate Degree,Male,13,15-20 kms,Job Portals,3,1/3/15,1/21/15,53,3,Lateral,Yes,5,Yes,No
35,married,Master Degree,Male,22,<15 kms,Job Portals,9,5/17/16,10/18/16,17,3,Lateral,No,11,No,Yes
25,married,Bachelor Degree,Male,14,<15 kms,Job Portals,3,1/9/15,2/17/15,91,2,Lateral,No,2,No,No
39,married,Bachelor Degree,Male,29,> 20 kms,Social Media,9,10/16/15,3/4/16,22,6,Lateral,No,15,No,Yes
45,divorced,Associate Degree,Male,21,<15 kms,Job Portals,5,6/16/15,7/11/15,66,4,Lateral,No,21,Yes,No
35,married,Associate Certification,Male,30,> 20 kms,Consultants,8,4/20/16,10/7/16,23,3,Lateral,No,11,No,Yes
33,single,Bachelor Degree,Male,30,> 20 kms,Company Website,8,6/6/15,11/1/15,20,6,Lateral,No,9,No,Yes
40,married,Bachelor Degree,Male,15,<15 kms,Consultants,3,6/19/15,7/3/15,69,8,Vertical,No,16,No,No
43,married,Master Degree,Male,18,> 20 kms,Job Portals,5,3/14/16,3/30/16,88,6,Vertical,No,19,Yes,No
34,married,Associate Degree,Male,17,> 20 kms,Social Media,9,1/15/16,1/29/16,30,8,Vertical,No,10,No,No
36,married,Bachelor Degree,Male,15,> 20 kms,Job Portals,7,11/11/15,12/2/15,76,3,Vertical,No,12,No,No
26,single,Associate Certification,Male,29,<15 kms,Company Website,9,8/25/15,2/1/16,29,1,Lateral,Yes,2,No,Yes
42,single,Master Degree,Male,20,<15 kms,Company Website,8,9/24/15,3/21/16,20,7,Lateral,No,18,No,Yes
41,single,Associate Degree,Male,25,> 20 kms,Consultants,9,7/10/15,12/5/15,21,4,Lateral,Yes,17,No,Yes
27,married,Bachelor Degree,Male,17,15-20 kms,Internal Referrals,9,2/27/16,8/9/16,16,5,Lateral,Yes,3,No,Yes
27,married,Bachelor Degree,Male,26,15-20 kms,Internal Referrals,8,5/25/15,11/21/15,15,4,Lateral,No,3,No,Yes
34,single,Associate Degree,Male,16,<15 kms,Job Portals,9,1/27/16,2/7/16,67,5,Vertical,No,10,Yes,No
41,single,Associate Certification,Male,11,> 20 kms,Job Portals,7,2/17/16,2/24/16,52,3,Lateral,No,17,No,No
35,single,Associate Degree,Male,12,<15 kms,Social Media,4,4/2/16,4/14/16,92,8,Vertical,No,11,Yes,No
40,divorced,Master Degree,Male,19,<15 kms,Social Media,8,4/4/16,5/5/16,31,6,Lateral,Yes,16,No,No
35,married,Master Degree,Male,23,15-20 kms,Company Website,9,2/22/16,7/15/16,19,6,Lateral,Yes,11,No,Yes
33,divorced,Associate Certification,Male,14,<15 kms,Social Media,4,1/10/15,2/6/15,58,4,Lateral,Yes,9,Yes,No
44,single,Associate Certification,Male,18,> 20 kms,Job Portals,3,2/15/16,2/16/16,39,3,Lateral,No,20,Yes,No
29,divorced,Associate Degree,Male,26,<15 kms,Social Media,8,9/22/15,3/10/16,30,5,Lateral,No,5,No,Yes
35,single,Bachelor Degree,Male,17,<15 kms,Consultants,10,8/16/15,8/27/15,15,7,Lateral,Yes,11,No,Yes
36,divorced,Associate Certification,Male,23,15-20 kms,Company Website,10,4/18/15,5/13/15,29,3,Lateral,Yes,12,No,Yes
37,married,Bachelor Degree,Male,23,<15 kms,Company Website,8,2/15/16,3/13/16,16,6,Lateral,No,13,No,Yes
39,married,Master Degree,Male,25,15-20 kms,Consultants,10,8/20/15,9/11/15,52,3,Vertical,No,15,No,No
40,single,Associate Certification,Male,22,15-20 kms,Company Website,8,6/19/15,6/22/15,26,8,Lateral,No,16,No,No
41,married,Master Degree,Male,20,<15 kms,Company Website,7,1/8/15,1/25/15,33,6,Lateral,No,17,Yes,No
39,single,Associate Certification,Male,16,> 20 kms,Company Website,9,2/27/16,4/6/16,18,5,Lateral,Yes,15,No,Yes
37,single,Master Degree,Male,25,> 20 kms,Social Media,3,3/27/15,5/17/15,28,3,Lateral,No,10,No,Yes
45,single,Associate Certification,Male,27,<15 kms,Internal Referrals,3,3/31/15,4/27/15,27,5,Lateral,Yes,21,No,Yes
25,married,Associate Certification,Male,23,> 20 kms,Job Portals,3,1/27/16,3/5/16,53,1,Lateral,Yes,1,No,No
26,married,Associate Degree,Male,18,15-20 kms,Social Media,8,1/21/16,2/8/16,46,1,Lateral,Yes,2,No,No
34,married,Associate Degree,Male,24,<15 kms,Job Portals,3,4/26/15,6/9/15,27,3,Lateral,Yes,6,No,Yes
46,single,Associate Certification,Male,26,<15 kms,Job Portals,3,6/9/15,8/8/15,28,7,Lateral,No,22,No,Yes
33,divorced,Bachelor Degree,Male,14,15-20 kms,Job Portals,5,5/18/15,6/12/15,74,8,Vertical,Yes,9,Yes,No
36,single,Associate Certification,Male,29,15-20 kms,Consultants,3,2/3/15,3/16/15,15,5,Lateral,No,12,No,Yes
37,married,Associate Certification,Male,28,<15 kms,Job Portals,3,6/1/16,7/17/16,28,6,Lateral,Yes,13,No,Yes
43,married,Associate Certification,Male,15,<15 kms,Job Portals,7,7/17/15,8/10/15,73,4,Vertical,No,19,Yes,No
25,single,Bachelor Degree,Male,27,> 20 kms,Job Portals,8,9/11/15,10/5/15,17,2,Lateral,Yes,1,No,Yes
41,single,Master Degree,Male,24,> 20 kms,Consultants,3,2/13/16,3/2/16,80,3,Lateral,No,17,No,No
43,married,Master Degree,Male,10,> 20 kms,Consultants,3,1/27/16,2/26/16,77,3,Lateral,No,19,Yes,No
32,married,Associate Certification,Male,14,<15 kms,Job Portals,5,8/16/15,9/23/15,63,7,Lateral,No,8,No,No
26,single,Associate Degree,Male,15,<15 kms,Company Website,3,11/11/15,12/6/15,69,1,Lateral,Yes,2,Yes,No
26,divorced,Associate Degree,Male,14,15-20 kms,Consultants,8,4/19/16,5/28/16,47,2,Lateral,Yes,2,Yes,No
35,married,Associate Certification,Male,24,<15 kms,Internal Referrals,3,4/18/15,5/2/15,22,8,Lateral,No,11,No,Yes
34,divorced,Associate Degree,Male,20,15-20 kms,Company Website,8,8/1/15,8/27/15,80,3,Lateral,Yes,10,No,No
32,married,Associate Certification,Male,11,> 20 kms,Company Website,10,6/14/15,7/10/15,30,5,Vertical,Yes,8,Yes,No
32,married,Associate Degree,Male,20,<15 kms,Social Media,8,3/13/15,4/16/15,47,3,Lateral,Yes,8,No,No
32,married,Bachelor Degree,Male,13,> 20 kms,Social Media,10,6/5/15,6/18/15,90,6,Lateral,Yes,8,Yes,No
34,married,Associate Certification,Male,14,15-20 kms,Job Portals,7,3/30/16,4/14/16,94,3,Vertical,Yes,10,Yes,No
43,married,Associate Degree,Male,20,15-20 kms,Social Media,3,4/23/15,5/2/15,45,5,Lateral,Yes,19,Yes,No
34,single,Associate Certification,Male,20,15-20 kms,Social Media,10,4/12/15,4/23/15,36,4,Vertical,Yes,10,Yes,No
30,married,Associate Certification,Male,23,<15 kms,Company Website,5,12/17/15,2/7/16,19,3,Lateral,Yes,6,No,Yes
27,married,Associate Degree,Male,22,> 20 kms,Social Media,3,8/25/15,9/29/15,30,4,Lateral,Yes,3,No,Yes
40,married,Master Degree,Male,17,<15 kms,Social Media,10,5/12/15,6/29/15,24,5,Lateral,Yes,16,No,Yes
30,married,Bachelor Degree,Male,24,15-20 kms,Internal Referrals,10,2/17/16,3/7/16,17,4,Lateral,Yes,6,No,Yes
37,married,Bachelor Degree,Male,25,<15 kms,Consultants,7,9/28/15,11/5/15,19,8,Lateral,Yes,13,No,Yes
27,married,Associate Certification,Male,19,> 20 kms,Social Media,7,5/10/16,6/9/16,30,5,Lateral,Yes,6,No,No
34,single,Associate Certification,Male,16,> 20 kms,Company Website,5,11/24/15,12/31/15,22,8,Lateral,Yes,10,No,Yes
28,single,Bachelor Degree,Male,29,<15 kms,Company Website,10,2/17/16,4/14/16,22,3,Lateral,Yes,4,No,Yes
35,married,Bachelor Degree,Male,25,15-20 kms,Internal Referrals,5,3/21/15,5/9/15,29,3,Lateral,No,11,No,Yes
41,married,Associate Certification,Male,19,> 20 kms,Social Media,8,3/31/15,4/25/15,17,5,Lateral,Yes,17,No,Yes
27,single,Bachelor Degree,Male,17,> 20 kms,Internal Referrals,7,10/19/15,11/3/15,25,5,Lateral,Yes,3,No,Yes
37,divorced,Associate Certification,Male,25,<15 kms,Company Website,4,3/4/16,4/10/16,82,8,Vertical,No,13,Yes,No
35,married,Associate Certification,Male,12,> 20 kms,Consultants,3,11/14/15,11/28/15,37,4,Lateral,No,11,Yes,No
35,single,Bachelor Degree,Male,20,> 20 kms,Social Media,5,11/1/15,12/8/15,31,6,Lateral,No,11,No,No
37,single,Master Degree,Male,30,> 20 kms,Job Portals,3,12/19/15,1/19/16,24,5,Lateral,Yes,13,No,Yes
43,married,Bachelor Degree,Male,16,15-20 kms,Social Media,3,3/10/15,4/9/15,17,7,Lateral,No,19,Yes,Yes
38,divorced,Associate Certification,Male,18,<15 kms,Social Media,3,2/15/16,4/2/16,21,8,Lateral,Yes,14,Yes,Yes
35,married,Master Degree,Male,24,<15 kms,Social Media,10,3/29/15,5/4/15,16,5,Lateral,Yes,11,Yes,Yes
33,married,Associate Certification,Male,23,> 20 kms,Consultants,3,7/31/15,8/1/15,30,3,Lateral,No,9,Yes,Yes
27,married,Associate Certification,Male,28,<15 kms,Job Portals,3,11/13/15,11/29/15,22,3,Lateral,Yes,3,Yes,Yes
46,married,Associate Certification,Male,23,> 20 kms,Internal Referrals,9,3/4/16,4/15/16,29,7,Lateral,No,22,Yes,Yes
25,married,Associate Certification,Male,17,<15 kms,Company Website,3,11/29/15,12/25/15,28,1,Lateral,No,1,No,Yes
25,married,Associate Certification,Male,29,> 20 kms,Company Website,10,6/16/15,7/8/15,23,2,Lateral,Yes,1,Yes,Yes
41,married,Associate Degree,Male,19,<15 kms,Company Website,9,6/20/16,7/20/16,17,8,Lateral,Yes,17,Yes,Yes
41,married,Master Degree,Male,14,<15 kms,Company Website,9,12/17/15,1/4/16,30,4,Vertical,Yes,17,Yes,No
29,married,Associate Certification,Male,17,15-20 kms,Social Media,3,5/12/15,6/13/15,17,3,Lateral,No,5,Yes,Yes
26,single,Bachelor Degree,Male,13,> 20 kms,Social Media,4,2/22/16,3/20/16,77,1,Vertical,Yes,2,Yes,No
25,married,Bachelor Degree,Male,10,15-20 kms,Job Portals,3,6/16/15,7/6/15,61,1,Lateral,No,1,Yes,No
38,married,Bachelor Degree,Male,30,<15 kms,Job Portals,3,12/17/15,1/3/16,25,7,Lateral,Yes,14,No,Yes
43,married,Associate Degree,Male,18,15-20 kms,Social Media,6,1/19/16,2/4/16,48,7,Lateral,No,19,No,No
32,single,Associate Certification,Male,15,15-20 kms,Job Portals,7,4/26/15,5/7/15,25,8,Lateral,No,8,Yes,No
44,married,Associate Certification,Male,22,15-20 kms,Company Website,8,9/17/15,10/20/15,39,6,Vertical,Yes,20,Yes,No
41,married,Associate Certification,Male,18,15-20 kms,Job Portals,3,2/20/16,4/16/16,29,5,Lateral,Yes,17,No,Yes
31,married,Associate Certification,Male,15,15-20 kms,Consultants,8,3/31/15,4/22/15,71,3,Lateral,No,7,Yes,No
38,married,Master Degree,Male,17,15-20 kms,Social Media,4,7/15/15,8/6/15,19,4,Lateral,Yes,8,No,Yes
39,single,Bachelor Degree,Male,25,15-20 kms,Internal Referrals,10,3/23/16,4/21/16,23,5,Lateral,Yes,15,Yes,Yes
44,divorced,Associate Degree,Male,16,15-20 kms,Company Website,5,7/15/15,8/24/15,92,8,Vertical,Yes,20,Yes,No
29,single,Bachelor Degree,Male,25,<15 kms,Job Portals,3,3/23/16,3/24/16,25,4,Lateral,Yes,5,Yes,Yes
37,married,Master Degree,Male,30,> 20 kms,Consultants,3,3/31/15,5/28/15,26,7,Lateral,Yes,13,Yes,Yes
28,married,Associate Certification,Male,17,<15 kms,Social Media,7,3/10/15,3/19/15,47,3,Vertical,No,4,No,No
38,divorced,Associate Certification,Male,28,15-20 kms,Job Portals,6,7/16/15,8/2/15,23,3,Lateral,No,11,No,Yes
39,single,Associate Degree,Male,17,<15 kms,Company Website,5,9/12/15,9/30/15,55,4,Vertical,Yes,15,Yes,No
45,married,Associate Degree,Male,22,<15 kms,Internal Referrals,4,12/11/15,1/12/16,20,6,Lateral,Yes,21,No,Yes
45,married,Associate Degree,Male,14,<15 kms,Job Portals,3,1/27/16,2/5/16,49,3,Lateral,No,21,No,No
34,married,Associate Degree,Male,28,> 20 kms,Social Media,3,3/5/15,4/5/15,19,8,Lateral,Yes,10,No,Yes
42,single,Master Degree,Male,23,<15 kms,Consultants,8,8/25/15,10/12/15,19,4,Lateral,Yes,12,Yes,Yes
26,married,Associate Certification,Male,19,15-20 kms,Job Portals,8,11/6/15,12/10/15,67,2,Lateral,No,2,Yes,No
33,single,Bachelor Degree,Male,30,15-20 kms,Company Website,3,3/5/15,4/11/15,26,5,Lateral,Yes,9,Yes,Yes
46,married,Associate Degree,Male,25,15-20 kms,Consultants,7,2/23/16,4/15/16,19,8,Lateral,No,22,Yes,Yes
